gene,in_ST,in_scRNA,exact_overlap,case_insensitive_overlap,used_for_formal_overlap
NDUFB3,True,False,False,False,False
NDUFB4,True,False,False,False,False
NDUFB5,True,True,True,True,True
NDUFB6,True,True,True,True,True
NDUFB7,True,True,True,True,True
NDUFB8,True,False,False,False,False
NDUFB9,True,True,True,True,True
NDUFC1,True,True,True,True,True
NDUFC2,True,True,True,True,True
NDUFC2-KCTD14,True,False,False,False,False
NDUFS1,True,False,False,False,False
NDUFS2,True,False,False,False,False
NDUFS3,True,True,True,True,True
NDUFS4,True,True,True,True,True
NDUFS5,True,True,True,True,True
NDUFS6,True,True,True,True,True
NDUFS7,True,True,True,True,True
NDUFS8,True,True,True,True,True
NDUFV1,True,True,True,True,True
NDUFV2,True,True,True,True,True
NDUFV2-AS1,True,False,False,False,False
NDUFV3,True,False,False,False,False
NEAT1,True,False,False,False,False
NEB,True,False,False,False,False
NEBL,True,False,False,False,False
NEBL-AS1,True,False,False,False,False
NECAB1,True,False,False,False,False
NECAB2,True,False,False,False,False
NECAB3,True,False,False,False,False
NECAP1,True,False,False,False,False
NECAP2,True,False,False,False,False
NECTIN1,True,False,False,False,False
NECTIN2,True,False,False,False,False
NECTIN3,True,False,False,False,False
NECTIN3-AS1,True,False,False,False,False
NECTIN4,True,False,False,False,False
NEDD1,True,False,False,False,False
NEDD4,True,False,False,False,False
NEDD4L,True,False,False,False,False
NEDD8,True,True,True,True,True
NEDD8-MDP1,True,False,False,False,False
NEDD9,True,True,True,True,True
NEFH,True,False,False,False,False
NEFL,True,False,False,False,False
NEFM,True,False,False,False,False
NEGR1,True,False,False,False,False
NEIL1,True,False,False,False,False
NEIL2,True,False,False,False,False
NEIL3,True,False,False,False,False
NEK1,True,False,False,False,False
NEK10,True,False,False,False,False
NEK11,True,False,False,False,False
NEK2,True,False,False,False,False
NEK3,True,False,False,False,False
NEK4,True,False,False,False,False
NEK5,True,False,False,False,False
NEK6,True,False,False,False,False
NEK7,True,False,False,False,False
NEK8,True,False,False,False,False
NEK9,True,False,False,False,False
NELFA,True,False,False,False,False
NELFB,True,False,False,False,False
NELFCD,True,False,False,False,False
NELFE,True,False,False,False,False
NELL1,True,False,False,False,False
NELL2,True,False,False,False,False
NEMF,True,True,True,True,True
NEMP1,True,False,False,False,False
NEMP2,True,False,False,False,False
NENF,True,False,False,False,False
NEO1,True,False,False,False,False
NEPRO,True,False,False,False,False
NES,True,False,False,False,False
NET1,True,True,True,True,True
NETO1,True,False,False,False,False
NETO2,True,False,False,False,False
NEU1,True,True,True,True,True
NEU2,True,False,False,False,False
NEU3,True,False,False,False,False
NEU4,True,False,False,False,False
NEURL1,True,False,False,False,False
NEURL1-AS1,True,False,False,False,False
NEURL1B,True,False,False,False,False
NEURL2,True,False,False,False,False
NEURL3,True,False,False,False,False
NEURL4,True,False,False,False,False
NEUROD1,True,False,False,False,False
NEUROD2,True,False,False,False,False
NEUROD4,True,False,False,False,False
NEUROD6,True,False,False,False,False
NEUROG1,True,False,False,False,False
NEUROG2,True,False,False,False,False
NEUROG3,True,False,False,False,False
NEXMIF,True,False,False,False,False
NEXN,True,False,False,False,False
NEXN-AS1,True,False,False,False,False
NF1,True,False,False,False,False
NF2,True,False,False,False,False
NFAM1,True,False,False,False,False
NFASC,True,False,False,False,False
NFAT5,True,True,True,True,True
NFATC1,True,False,False,False,False
NFATC2,True,True,True,True,True
NFATC2IP,True,False,False,False,False
NFATC3,True,False,False,False,False
NFATC4,True,False,False,False,False
NFE2,True,False,False,False,False
NFE2L1,True,False,False,False,False
NFE2L2,True,True,True,True,True
NFE2L3,True,False,False,False,False
NFE4,True,False,False,False,False
NFIA,True,False,False,False,False
NFIA-AS2,True,False,False,False,False
NFIB,True,False,False,False,False
NFIC,True,True,True,True,True
NFIL3,True,False,False,False,False
NFIX,True,False,False,False,False
NFKB1,True,False,False,False,False
NFKB2,True,True,True,True,True
NFKBIA,True,True,True,True,True
NFKBIB,True,False,False,False,False
NFKBID,True,True,True,True,True
NFKBIE,True,False,False,False,False
NFKBIL1,True,False,False,False,False
NFKBIZ,True,True,True,True,True
NFRKB,True,False,False,False,False
NFS1,True,False,False,False,False
NFU1,True,False,False,False,False
NFX1,True,False,False,False,False
NFXL1,True,False,False,False,False
NFYA,True,False,False,False,False
NFYB,True,False,False,False,False
NFYC,True,False,False,False,False
NFYC-AS1,True,False,False,False,False
NGB,True,False,False,False,False
NGDN,True,False,False,False,False
NGEF,True,False,False,False,False
NGF,True,False,False,False,False
NGFR,True,False,False,False,False
NGLY1,True,False,False,False,False
NGRN,True,True,True,True,True
NHEJ1,True,False,False,False,False
NHLH1,True,False,False,False,False
NHLH2,True,False,False,False,False
NHLRC1,True,False,False,False,False
NHLRC2,True,False,False,False,False
NHLRC3,True,False,False,False,False
NHLRC4,True,False,False,False,False
NHP2,True,True,True,True,True
NHS,True,False,False,False,False
NHS-AS1,True,False,False,False,False
NHSL1,True,False,False,False,False
NHSL2,True,False,False,False,False
NICN1,True,False,False,False,False
NID1,True,False,False,False,False
NID2,True,False,False,False,False
NIF3L1,True,False,False,False,False
NIFK,True,False,False,False,False
NIFK-AS1,True,False,False,False,False
NIM1K,True,False,False,False,False
NIN,True,False,False,False,False
NINJ1,True,True,True,True,True
NINJ2,True,False,False,False,False
NINL,True,False,False,False,False
NIP7,True,False,False,False,False
NIPA1,True,False,False,False,False
NIPA2,True,False,False,False,False
NIPAL1,True,False,False,False,False
NIPAL2,True,False,False,False,False
NIPAL3,True,False,False,False,False
NIPAL4,True,False,False,False,False
NIPBL,True,True,True,True,True
NIPSNAP1,True,False,False,False,False
NIPSNAP2,True,False,False,False,False
NIPSNAP3A,True,False,False,False,False
NIPSNAP3B,True,False,False,False,False
NISCH,True,False,False,False,False
NIT1,True,False,False,False,False
NIT2,True,False,False,False,False
NKAIN1,True,False,False,False,False
NKAIN2,True,False,False,False,False
NKAIN3,True,False,False,False,False
NKAIN4,True,False,False,False,False
NKAP,True,False,False,False,False
NKAPD1,True,False,False,False,False
NKAPL,True,False,False,False,False
NKD1,True,False,False,False,False
NKD2,True,False,False,False,False
NKG7,True,True,True,True,True
NKILA,True,False,False,False,False
NKIRAS1,True,False,False,False,False
NKIRAS2,True,False,False,False,False
NKPD1,True,False,False,False,False
NKRF,True,False,False,False,False
NKTR,True,True,True,True,True
NKX1-1,True,False,False,False,False
NKX1-2,True,False,False,False,False
NKX2-1,True,False,False,False,False
NKX2-1-AS1,True,False,False,False,False
NKX2-2,True,False,False,False,False
NKX2-2-AS1,True,False,False,False,False
NKX2-3,True,False,False,False,False
NKX2-4,True,False,False,False,False
NKX2-5,True,False,False,False,False
NKX2-6,True,False,False,False,False
NKX2-8,True,False,False,False,False
NKX3-1,True,False,False,False,False
NKX3-2,True,False,False,False,False
NKX6-1,True,False,False,False,False
NKX6-2,True,False,False,False,False
NKX6-3,True,False,False,False,False
NLE1,True,False,False,False,False
NLGN1,True,False,False,False,False
NLGN1-AS1,True,False,False,False,False
NLGN2,True,False,False,False,False
NLGN3,True,False,False,False,False
NLGN4X,True,False,False,False,False
NLGN4Y,True,False,False,False,False
NLGN4Y-AS1,True,False,False,False,False
NLK,True,False,False,False,False
NLN,True,False,False,False,False
NLRC3,True,False,False,False,False
NLRC4,True,False,False,False,False
NLRC5,True,False,False,False,False
NLRP1,True,False,False,False,False
NLRP10,True,False,False,False,False
NLRP11,True,False,False,False,False
NLRP12,True,False,False,False,False
NLRP13,True,False,False,False,False
NLRP14,True,False,False,False,False
NLRP2,True,False,False,False,False
NLRP2B,True,False,False,False,False
NLRP3,True,False,False,False,False
NLRP4,True,False,False,False,False
NLRP5,True,False,False,False,False
NLRP6,True,False,False,False,False
NLRP7,True,False,False,False,False
NLRP8,True,False,False,False,False
NLRP9,True,False,False,False,False
NLRX1,True,False,False,False,False
NMB,True,False,False,False,False
NMBR,True,False,False,False,False
NMBR-AS1,True,False,False,False,False
NMD3,True,False,False,False,False
NME1,True,False,False,False,False
NME1-NME2,True,False,False,False,False
NME2,True,True,True,True,True
NME3,True,True,True,True,True
NME4,True,True,True,True,True
NME5,True,False,False,False,False
NME6,True,False,False,False,False
NME7,True,False,False,False,False
NME8,True,False,False,False,False
NME9,True,False,False,False,False
NMI,True,False,False,False,False
NMNAT1,True,False,False,False,False
NMNAT2,True,False,False,False,False
NMNAT3,True,False,False,False,False
NMRAL1,True,False,False,False,False
NMRK1,True,False,False,False,False
NMRK2,True,False,False,False,False
NMS,True,False,False,False,False
NMT1,True,False,False,False,False
NMT2,True,False,False,False,False
NMU,True,False,False,False,False
NMUR1,True,False,False,False,False
NMUR2,True,False,False,False,False
NNAT,True,False,False,False,False
NNMT,True,True,True,True,True
NNT,True,False,False,False,False
NNT-AS1,True,False,False,False,False
NOA1,True,False,False,False,False
NOB1,True,False,False,False,False
NOBOX,True,False,False,False,False
NOC2L,True,False,False,False,False
NOC3L,True,False,False,False,False
NOC4L,True,False,False,False,False
NOCT,True,False,False,False,False
NOD1,True,False,False,False,False
NOD2,True,False,False,False,False
NODAL,True,False,False,False,False
NOG,True,False,False,False,False
NOL10,True,False,False,False,False
NOL11,True,False,False,False,False
NOL12,True,False,False,False,False
NOL3,True,False,False,False,False
NOL4,True,False,False,False,False
NOL4L,True,False,False,False,False
NOL4L-DT,True,False,False,False,False
NOL6,True,False,False,False,False
NOL7,True,True,True,True,True
NOL8,True,False,False,False,False
NOL9,True,False,False,False,False
NOLC1,True,False,False,False,False
NOM1,True,False,False,False,False
NOMO1,True,False,False,False,False
NOMO2,True,False,False,False,False
NOMO3,True,False,False,False,False
NONO,True,True,True,True,True
NOP10,True,True,True,True,True
NOP14,True,False,False,False,False
NOP14-AS1,True,False,False,False,False
NOP16,True,False,False,False,False
NOP2,True,False,False,False,False
NOP53,True,False,False,False,False
NOP53-AS1,True,False,False,False,False
NOP56,True,True,True,True,True
NOP58,True,True,True,True,True
NOP9,True,False,False,False,False
NORAD,True,False,False,False,False
NOS1,True,False,False,False,False
NOS1AP,True,False,False,False,False
NOS2,True,False,False,False,False
NOS3,True,False,False,False,False
NOSIP,True,True,True,True,True
NOSTRIN,True,False,False,False,False
NOTCH1,True,False,False,False,False
NOTCH2,True,False,False,False,False
NOTCH2NL,True,False,False,False,False
NOTCH3,True,True,True,True,True
NOTCH4,True,False,False,False,False
NOTO,True,False,False,False,False
NOTUM,True,False,False,False,False
NOV,True,False,False,False,False
NOVA1,True,False,False,False,False
NOVA2,True,False,False,False,False
NOX1,True,False,False,False,False
NOX3,True,False,False,False,False
NOX4,True,False,False,False,False
NOX5,True,False,False,False,False
NOXA1,True,False,False,False,False
NOXO1,True,False,False,False,False
NOXRED1,True,False,False,False,False
NPAP1,True,False,False,False,False
NPAS1,True,False,False,False,False
NPAS2,True,False,False,False,False
NPAS3,True,False,False,False,False
NPAS4,True,False,False,False,False
NPAT,True,False,False,False,False
NPB,True,False,False,False,False
NPBWR1,True,False,False,False,False
NPBWR2,True,False,False,False,False
NPC1,True,False,False,False,False
NPC1L1,True,False,False,False,False
NPC2,True,True,True,True,True
NPDC1,True,True,True,True,True
NPEPL1,True,False,False,False,False
NPEPPS,True,False,False,False,False
NPFF,True,False,False,False,False
NPFFR1,True,False,False,False,False
NPFFR2,True,False,False,False,False
NPHP1,True,False,False,False,False
NPHP3,True,False,False,False,False
NPHP3-ACAD11,True,False,False,False,False
NPHP3-AS1,True,False,False,False,False
NPHP4,True,False,False,False,False
NPHS1,True,False,False,False,False
NPHS2,True,False,False,False,False
NPIPA1,True,False,False,False,False
NPIPA2,True,False,False,False,False
NPIPA3,True,False,False,False,False
NPIPA5,True,False,False,False,False
NPIPA7,True,False,False,False,False
NPIPA8,True,False,False,False,False
NPIPB11,True,False,False,False,False
NPIPB12,True,False,False,False,False
NPIPB13,True,False,False,False,False
NPIPB15,True,False,False,False,False
NPIPB2,True,False,False,False,False
NPIPB3,True,False,False,False,False
NPIPB4,True,False,False,False,False
NPIPB5,True,False,False,False,False
NPIPB6,True,False,False,False,False
NPIPB7,True,False,False,False,False
NPIPB8,True,False,False,False,False
NPIPB9,True,False,False,False,False
NPL,True,False,False,False,False
NPLOC4,True,False,False,False,False
NPM1,True,False,False,False,False
NPM2,True,False,False,False,False
NPM3,True,False,False,False,False
NPNT,True,False,False,False,False
NPPA,True,False,False,False,False
NPPA-AS1,True,False,False,False,False
NPPB,True,False,False,False,False
NPPC,True,False,False,False,False
NPR1,True,False,False,False,False
NPR2,True,False,False,False,False
NPR3,True,False,False,False,False
NPRL2,True,False,False,False,False
NPRL3,True,False,False,False,False
NPS,True,False,False,False,False
NPSR1,True,False,False,False,False
NPTN,True,False,False,False,False
NPTX1,True,False,False,False,False
NPTX2,True,False,False,False,False
NPTXR,True,False,False,False,False
NPVF,True,False,False,False,False
NPW,True,False,False,False,False
NPY,True,False,False,False,False
NPY1R,True,False,False,False,False
NPY2R,True,False,False,False,False
NPY4R,True,False,False,False,False
NPY4R2,True,False,False,False,False
NPY5R,True,False,False,False,False
NQO1,True,False,False,False,False
NQO2,True,False,False,False,False
NR0B1,True,False,False,False,False
NR0B2,True,False,False,False,False
NR1D1,True,False,False,False,False
NR1D2,True,False,False,False,False
NR1H2,True,True,True,True,True
NR1H3,True,False,False,False,False
NR1H4,True,False,False,False,False
NR1I2,True,False,False,False,False
NR1I3,True,False,False,False,False
NR2C1,True,False,False,False,False
NR2C2,True,False,False,False,False
